id,text,category,subcategory,safety_score,feasibility_score,utility_score,risk_level,tags,dialect
exp_p232,孩子发脾气时先保证安全并共情情绪，待平静后再讨论规则与替代行为，能减少升级为对抗,育儿,知识启蒙,94,89,89,safe,"['发育', '互动', '习惯', '36月']",川渝
exp_p233,饭前便后和外出回家要用流动水和肥皂洗手≥20秒，可显著降低呼吸道与肠道感染传播,育儿,安全防护,98,97,90,safe,"['卫生', '洗手', '预防', '感染']",川渝
exp_p234,饭前便后和外出回家要用流动水和肥皂洗手≥20秒，可显著降低呼吸道与肠道感染传播,育儿,安全防护,97,96,88,safe,"['卫生', '洗手', '预防', '感染']",普通话
exp_p235,白天小睡不足或过度刺激都会让夜间更难入睡，适当减少睡前屏幕和剧烈活动,育儿,睡眠问题,95,90,95,safe,"['睡眠', '24月', '作息', '安全']",川渝
exp_p236,儿童咳嗽首先关注呼吸情况，保持室内通风和适宜湿度，避免二手烟；若喘憋、呼吸急促或持续>2周应就医评估,育儿,病护应对,98,86,91,safe,"['咳嗽', '呼吸道', '用药安全', '就医']",川渝
exp_p237,饭前便后和外出回家要用流动水和肥皂洗手≥20秒，可显著降低呼吸道与肠道感染传播,育儿,安全防护,96,99,92,safe,"['卫生', '洗手', '预防', '感染']",普通话
exp_p238,接种当天注意观察精神和进食，避免剧烈运动；若有既往严重过敏史需提前告知接种医生,育儿,疫苗保健,96,83,89,safe,"['疫苗', '观察', '不良反应', '就医']",川渝
exp_p239,2岁以内尽量避免屏幕时间，优先用亲子阅读、户外探索和游戏促进专注与社交发展,育儿,知识启蒙,92,91,96,safe,"['发育', '互动', '习惯', '8月']",普通话+动作
exp_p240,腹泻期间避免含糖饮料和高脂食物，少量多次进食更利于肠道恢复,育儿,病护应对,96,84,92,safe,"['腹泻', '补液', '脱水', '就医']",川渝
exp_p241,饭前便后和外出回家要用流动水和肥皂洗手≥20秒，可显著降低呼吸道与肠道感染传播,育儿,安全防护,92,88,93,safe,"['卫生', '洗手', '预防', '感染']",普通话
exp_p242,鸡蛋、花生等过敏高风险食物可在可安全进食固体后少量引入并观察，但要避免整颗坚果等噎食风险,育儿,饮食健康,94,84,89,safe,"['过敏', '辅食', '观察', '就医']",普通话+动作
exp_p243,按免疫规划按时接种疫苗可显著降低多种传染病风险；接种后局部红肿或低热多为常见反应，出现高热、持续哭闹或过敏表现应就医,育儿,疫苗保健,96,87,96,safe,"['疫苗', '观察', '不良反应', '就医']",普通话
exp_p244,乘车必须使用符合身高体重的儿童安全座椅，且后向安装更能保护颈部，安全性明显高于抱着,育儿,安全防护,100,82,91,safe,"['安全', '防误食', '防溺水', '急救']",普通话
exp_p245,孩子腹泻时最重要的是预防脱水，可按说明使用口服补液盐（ORS），继续母乳/配方奶喂养；出现少尿、嗜睡、血便应就医评估,育儿,病护应对,100,81,96,safe,"['腹泻', '补液', '脱水', '就医']",普通话
exp_p246,白天小睡不足或过度刺激都会让夜间更难入睡，适当减少睡前屏幕和剧烈活动,育儿,睡眠问题,96,92,97,safe,"['睡眠', '18月', '作息', '安全']",普通话
exp_p247,孩子发热先用体温计测量，重点保证补液和休息；不建议酒精擦浴。若精神差、持续高热或伴抽搐、呼吸困难应及时就医,育儿,病护应对,95,89,90,safe,"['发热护理', '就医', '安全用药', '60月']",普通话+动作
exp_p248,添加辅食时若出现明显皮疹、呕吐、喘鸣等疑似过敏反应应停止该食物并就医评估，后续在医生指导下再尝试,育儿,饮食健康,98,84,87,safe,"['过敏', '辅食', '观察', '就医']",普通话
exp_p249,鸡蛋、花生等过敏高风险食物可在可安全进食固体后少量引入并观察，但要避免整颗坚果等噎食风险,育儿,饮食健康,99,82,90,safe,"['过敏', '辅食', '观察', '就医']",普通话
exp_p250,孩子发热先用体温计测量，重点保证补液和休息；不建议酒精擦浴。若精神差、持续高热或伴抽搐、呼吸困难应及时就医,育儿,病护应对,94,82,92,safe,"['发热护理', '就医', '安全用药', '48月']",普通话
exp_p251,孩子发脾气时先保证安全并共情情绪，待平静后再讨论规则与替代行为，能减少升级为对抗,育儿,行为培养,91,90,94,safe,"['发育', '互动', '习惯', '12月']",普通话+动作
exp_p252,添加辅食时若出现明显皮疹、呕吐、喘鸣等疑似过敏反应应停止该食物并就医评估，后续在医生指导下再尝试,育儿,饮食健康,100,78,94,safe,"['过敏', '辅食', '观察', '就医']",普通话
exp_p253,2岁以下不建议自行使用止咳镇静类复方感冒药；必要用药应遵医嘱,育儿,病护应对,97,88,90,safe,"['咳嗽', '呼吸道', '用药安全', '就医']",普通话
exp_p254,洗澡或靠近水域时大人必须全程看护，哪怕水深很浅也可能发生溺水风险,育儿,安全防护,95,90,92,safe,"['安全', '防误食', '防溺水', '急救']",普通话+动作
exp_p255,宝宝睡前固定流程（洗澡-抚触-讲故事-关灯）更容易建立睡眠联想，夜醒时先轻拍安抚再观察是否真的饥饿,育儿,睡眠问题,99,85,92,safe,"['睡眠', '3月', '作息', '安全']",川渝
exp_p256,宝宝睡前固定流程（洗澡-抚触-讲故事-关灯）更容易建立睡眠联想，夜醒时先轻拍安抚再观察是否真的饥饿,育儿,睡眠问题,97,93,97,safe,"['睡眠', '8月', '作息', '安全']",普通话
exp_p257,添加辅食时若出现明显皮疹、呕吐、喘鸣等疑似过敏反应应停止该食物并就医评估，后续在医生指导下再尝试,育儿,饮食健康,93,77,91,safe,"['过敏', '辅食', '观察', '就医']",普通话
exp_p258,洗澡或靠近水域时大人必须全程看护，哪怕水深很浅也可能发生溺水风险,育儿,安全防护,96,87,90,safe,"['安全', '防误食', '防溺水', '急救']",普通话
exp_p259,1岁以内不建议添加盐和糖，避免形成重口味；蜂蜜也不建议给1岁以内婴儿食用以防肉毒风险,育儿,饮食健康,93,84,96,safe,"['喂养', '0月', '辅食', '营养']",普通话
exp_p260,白天小睡不足或过度刺激都会让夜间更难入睡，适当减少睡前屏幕和剧烈活动,育儿,睡眠问题,92,87,95,safe,"['睡眠', '3月', '作息', '安全']",普通话
exp_p261,添加辅食时若出现明显皮疹、呕吐、喘鸣等疑似过敏反应应停止该食物并就医评估，后续在医生指导下再尝试,育儿,饮食健康,98,80,88,safe,"['过敏', '辅食', '观察', '就医']",普通话
exp_p262,孩子腹泻时最重要的是预防脱水，可按说明使用口服补液盐（ORS），继续母乳/配方奶喂养；出现少尿、嗜睡、血便应就医评估,育儿,病护应对,94,89,98,safe,"['腹泻', '补液', '脱水', '就医']",川渝
exp_p263,腹泻期间避免含糖饮料和高脂食物，少量多次进食更利于肠道恢复,育儿,病护应对,94,89,91,safe,"['腹泻', '补液', '脱水', '就医']",普通话+动作
exp_p264,儿童咳嗽首先关注呼吸情况，保持室内通风和适宜湿度，避免二手烟；若喘憋、呼吸急促或持续>2周应就医评估,育儿,病护应对,98,80,95,safe,"['咳嗽', '呼吸道', '用药安全', '就医']",川渝
exp_p265,洗澡或靠近水域时大人必须全程看护，哪怕水深很浅也可能发生溺水风险,育儿,安全防护,100,80,99,safe,"['安全', '防误食', '防溺水', '急救']",普通话
exp_p266,退热药需按体重和说明书/医嘱使用，避免同时使用多种含同成分感冒药，以免重复用药,育儿,病护应对,96,85,94,safe,"['发热护理', '就医', '安全用药', '24月']",川渝
exp_p267,坚果、葡萄、香肠段等易噎食物要切碎或避免整颗给孩子吃，进食时保持坐姿并有人看护,育儿,饮食健康,96,93,93,safe,"['喂养', '6月', '辅食', '营养']",普通话
exp_p268,白天小睡不足或过度刺激都会让夜间更难入睡，适当减少睡前屏幕和剧烈活动,育儿,睡眠问题,94,93,88,safe,"['睡眠', '12月', '作息', '安全']",普通话+动作
exp_p269,2岁以下不建议自行使用止咳镇静类复方感冒药；必要用药应遵医嘱,育儿,病护应对,98,89,87,safe,"['咳嗽', '呼吸道', '用药安全', '就医']",普通话
exp_p270,1岁以内不建议添加盐和糖，避免形成重口味；蜂蜜也不建议给1岁以内婴儿食用以防肉毒风险,育儿,饮食健康,98,90,98,safe,"['喂养', '6月', '辅食', '营养']",普通话
exp_p271,鸡蛋、花生等过敏高风险食物可在可安全进食固体后少量引入并观察，但要避免整颗坚果等噎食风险,育儿,饮食健康,99,79,92,safe,"['过敏', '辅食', '观察', '就医']",普通话+动作
exp_p272,家中药品、清洁剂应放在上锁高处，避免误食；一旦误食或可疑接触应立即联系中毒咨询/就医,育儿,安全防护,94,83,100,safe,"['安全', '防误食', '防溺水', '急救']",普通话
exp_p273,添加辅食时若出现明显皮疹、呕吐、喘鸣等疑似过敏反应应停止该食物并就医评估，后续在医生指导下再尝试,育儿,饮食健康,98,76,86,safe,"['过敏', '辅食', '观察', '就医']",普通话
exp_p274,鸡蛋、花生等过敏高风险食物可在可安全进食固体后少量引入并观察，但要避免整颗坚果等噎食风险,育儿,饮食健康,93,80,90,safe,"['过敏', '辅食', '观察', '就医']",川渝
exp_p275,鸡蛋、花生等过敏高风险食物可在可安全进食固体后少量引入并观察，但要避免整颗坚果等噎食风险,育儿,饮食健康,95,83,90,safe,"['过敏', '辅食', '观察', '就医']",普通话+动作
exp_p276,婴儿安全睡眠建议仰卧、硬床垫、床内不放枕头被褥和毛绒玩具，可降低窒息风险,育儿,睡眠问题,99,90,93,safe,"['睡眠', '12月', '作息', '安全']",普通话+动作
exp_p277,2个月左右添加辅食时先从含铁米粉/肉泥等富铁食物开始，每次只加一种新食物并观察2-3天再更换,育儿,饮食健康,95,87,99,safe,"['喂养', '2月', '辅食', '营养']",普通话
exp_p278,腹泻期间避免含糖饮料和高脂食物，少量多次进食更利于肠道恢复,育儿,病护应对,94,78,90,safe,"['腹泻', '补液', '脱水', '就医']",普通话+动作
exp_p279,退热药需按体重和说明书/医嘱使用，避免同时使用多种含同成分感冒药，以免重复用药,育儿,病护应对,98,84,89,safe,"['发热护理', '就医', '安全用药', '2月']",普通话
exp_p280,家中药品、清洁剂应放在上锁高处，避免误食；一旦误食或可疑接触应立即联系中毒咨询/就医,育儿,安全防护,96,80,90,safe,"['安全', '防误食', '防溺水', '急救']",普通话+动作
exp_p281,1岁以内不建议添加盐和糖，避免形成重口味；蜂蜜也不建议给1岁以内婴儿食用以防肉毒风险,育儿,饮食健康,96,93,99,safe,"['喂养', '3月', '辅食', '营养']",川渝
exp_p282,孩子腹泻时最重要的是预防脱水，可按说明使用口服补液盐（ORS），继续母乳/配方奶喂养；出现少尿、嗜睡、血便应就医评估,育儿,病护应对,98,84,92,safe,"['腹泻', '补液', '脱水', '就医']",川渝
exp_p283,退热药需按体重和说明书/医嘱使用，避免同时使用多种含同成分感冒药，以免重复用药,育儿,病护应对,100,86,99,safe,"['发热护理', '就医', '安全用药', '5月']",普通话
exp_p284,退热药需按体重和说明书/医嘱使用，避免同时使用多种含同成分感冒药，以免重复用药,育儿,病护应对,99,87,99,safe,"['发热护理', '就医', '安全用药', '18月']",普通话+动作
exp_p285,2岁以下不建议自行使用止咳镇静类复方感冒药；必要用药应遵医嘱,育儿,病护应对,92,81,93,safe,"['咳嗽', '呼吸道', '用药安全', '就医']",川渝
exp_p286,饭前便后和外出回家要用流动水和肥皂洗手≥20秒，可显著降低呼吸道与肠道感染传播,育儿,安全防护,92,94,88,safe,"['卫生', '洗手', '预防', '感染']",普通话
exp_p287,坚果、葡萄、香肠段等易噎食物要切碎或避免整颗给孩子吃，进食时保持坐姿并有人看护,育儿,饮食健康,97,85,91,safe,"['喂养', '5月', '辅食', '营养']",普通话
exp_p288,鸡蛋、花生等过敏高风险食物可在可安全进食固体后少量引入并观察，但要避免整颗坚果等噎食风险,育儿,饮食健康,99,80,93,safe,"['过敏', '辅食', '观察', '就医']",普通话
exp_p289,添加辅食时若出现明显皮疹、呕吐、喘鸣等疑似过敏反应应停止该食物并就医评估，后续在医生指导下再尝试,育儿,饮食健康,96,76,93,safe,"['过敏', '辅食', '观察', '就医']",川渝
exp_p290,添加辅食时若出现明显皮疹、呕吐、喘鸣等疑似过敏反应应停止该食物并就医评估，后续在医生指导下再尝试,育儿,饮食健康,98,81,93,safe,"['过敏', '辅食', '观察', '就医']",川渝
exp_p291,婴儿安全睡眠建议仰卧、硬床垫、床内不放枕头被褥和毛绒玩具，可降低窒息风险,育儿,睡眠问题,92,85,92,safe,"['睡眠', '8月', '作息', '安全']",普通话
exp_p292,鸡蛋、花生等过敏高风险食物可在可安全进食固体后少量引入并观察，但要避免整颗坚果等噎食风险,育儿,饮食健康,99,76,89,safe,"['过敏', '辅食', '观察', '就医']",普通话
exp_p293,按免疫规划按时接种疫苗可显著降低多种传染病风险；接种后局部红肿或低热多为常见反应，出现高热、持续哭闹或过敏表现应就医,育儿,疫苗保健,99,90,95,safe,"['疫苗', '观察', '不良反应', '就医']",普通话
exp_p294,2岁以下不建议自行使用止咳镇静类复方感冒药；必要用药应遵医嘱,育儿,病护应对,92,79,97,safe,"['咳嗽', '呼吸道', '用药安全', '就医']",川渝
exp_p295,饭前便后和外出回家要用流动水和肥皂洗手≥20秒，可显著降低呼吸道与肠道感染传播,育儿,安全防护,100,90,90,safe,"['卫生', '洗手', '预防', '感染']",普通话
exp_p296,1岁以内不建议添加盐和糖，避免形成重口味；蜂蜜也不建议给1岁以内婴儿食用以防肉毒风险,育儿,饮食健康,92,91,93,safe,"['喂养', '10月', '辅食', '营养']",川渝
exp_p297,洗澡或靠近水域时大人必须全程看护，哪怕水深很浅也可能发生溺水风险,育儿,安全防护,100,83,97,safe,"['安全', '防误食', '防溺水', '急救']",普通话
exp_p298,乘车必须使用符合身高体重的儿童安全座椅，且后向安装更能保护颈部，安全性明显高于抱着,育儿,安全防护,100,92,97,safe,"['安全', '防误食', '防溺水', '急救']",普通话+动作
exp_p299,洗澡或靠近水域时大人必须全程看护，哪怕水深很浅也可能发生溺水风险,育儿,安全防护,99,83,98,safe,"['安全', '防误食', '防溺水', '急救']",普通话
exp_p300,孩子腹泻时最重要的是预防脱水，可按说明使用口服补液盐（ORS），继续母乳/配方奶喂养；出现少尿、嗜睡、血便应就医评估,育儿,病护应对,100,82,97,safe,"['腹泻', '补液', '脱水', '就医']",普通话
exp_p301,洗澡或靠近水域时大人必须全程看护，哪怕水深很浅也可能发生溺水风险,育儿,安全防护,99,90,95,safe,"['安全', '防误食', '防溺水', '急救']",普通话+动作
exp_p302,鸡蛋、花生等过敏高风险食物可在可安全进食固体后少量引入并观察，但要避免整颗坚果等噎食风险,育儿,饮食健康,97,83,89,safe,"['过敏', '辅食', '观察', '就医']",普通话
exp_p303,坚果、葡萄、香肠段等易噎食物要切碎或避免整颗给孩子吃，进食时保持坐姿并有人看护,育儿,饮食健康,99,94,91,safe,"['喂养', '8月', '辅食', '营养']",川渝
exp_p304,孩子发热先用体温计测量，重点保证补液和休息；不建议酒精擦浴。若精神差、持续高热或伴抽搐、呼吸困难应及时就医,育儿,病护应对,99,88,99,safe,"['发热护理', '就医', '安全用药', '36月']",普通话
exp_p305,孩子腹泻时最重要的是预防脱水，可按说明使用口服补液盐（ORS），继续母乳/配方奶喂养；出现少尿、嗜睡、血便应就医评估,育儿,病护应对,95,81,97,safe,"['腹泻', '补液', '脱水', '就医']",普通话
exp_p306,饭前便后和外出回家要用流动水和肥皂洗手≥20秒，可显著降低呼吸道与肠道感染传播,育儿,安全防护,100,98,87,safe,"['卫生', '洗手', '预防', '感染']",普通话+动作
exp_p307,宝宝睡前固定流程（洗澡-抚触-讲故事-关灯）更容易建立睡眠联想，夜醒时先轻拍安抚再观察是否真的饥饿,育儿,睡眠问题,98,94,92,safe,"['睡眠', '0月', '作息', '安全']",普通话
exp_p308,儿童咳嗽首先关注呼吸情况，保持室内通风和适宜湿度，避免二手烟；若喘憋、呼吸急促或持续>2周应就医评估,育儿,病护应对,99,82,87,safe,"['咳嗽', '呼吸道', '用药安全', '就医']",川渝
exp_p309,宝宝睡前固定流程（洗澡-抚触-讲故事-关灯）更容易建立睡眠联想，夜醒时先轻拍安抚再观察是否真的饥饿,育儿,睡眠问题,94,94,90,safe,"['睡眠', '6月', '作息', '安全']",普通话
exp_p310,腹泻期间避免含糖饮料和高脂食物，少量多次进食更利于肠道恢复,育儿,病护应对,100,88,93,safe,"['腹泻', '补液', '脱水', '就医']",川渝
exp_p311,孩子发脾气时先保证安全并共情情绪，待平静后再讨论规则与替代行为，能减少升级为对抗,育儿,行为培养,92,94,88,safe,"['发育', '互动', '习惯', '2月']",普通话
exp_p312,孩子腹泻时最重要的是预防脱水，可按说明使用口服补液盐（ORS），继续母乳/配方奶喂养；出现少尿、嗜睡、血便应就医评估,育儿,病护应对,99,88,95,safe,"['腹泻', '补液', '脱水', '就医']",普通话
exp_p313,添加辅食时若出现明显皮疹、呕吐、喘鸣等疑似过敏反应应停止该食物并就医评估，后续在医生指导下再尝试,育儿,饮食健康,96,86,86,safe,"['过敏', '辅食', '观察', '就医']",普通话
exp_p314,坚果、葡萄、香肠段等易噎食物要切碎或避免整颗给孩子吃，进食时保持坐姿并有人看护,育儿,饮食健康,98,88,92,safe,"['喂养', '1月', '辅食', '营养']",川渝
exp_p315,儿童咳嗽首先关注呼吸情况，保持室内通风和适宜湿度，避免二手烟；若喘憋、呼吸急促或持续>2周应就医评估,育儿,病护应对,95,84,93,safe,"['咳嗽', '呼吸道', '用药安全', '就医']",普通话+动作
exp_p316,2岁以下不建议自行使用止咳镇静类复方感冒药；必要用药应遵医嘱,育儿,病护应对,95,80,94,safe,"['咳嗽', '呼吸道', '用药安全', '就医']",普通话
exp_p317,鸡蛋、花生等过敏高风险食物可在可安全进食固体后少量引入并观察，但要避免整颗坚果等噎食风险,育儿,饮食健康,94,84,89,safe,"['过敏', '辅食', '观察', '就医']",普通话
exp_p318,2岁以下不建议自行使用止咳镇静类复方感冒药；必要用药应遵医嘱,育儿,病护应对,96,85,90,safe,"['咳嗽', '呼吸道', '用药安全', '就医']",普通话
exp_p319,坚果、葡萄、香肠段等易噎食物要切碎或避免整颗给孩子吃，进食时保持坐姿并有人看护,育儿,饮食健康,99,82,90,safe,"['喂养', '60月', '辅食', '营养']",普通话
exp_p320,洗澡或靠近水域时大人必须全程看护，哪怕水深很浅也可能发生溺水风险,育儿,安全防护,98,83,98,safe,"['安全', '防误食', '防溺水', '急救']",普通话
exp_p321,孩子发脾气时先保证安全并共情情绪，待平静后再讨论规则与替代行为，能减少升级为对抗,育儿,知识启蒙,95,94,88,safe,"['发育', '互动', '习惯', '5月']",普通话+动作
exp_p322,退热药需按体重和说明书/医嘱使用，避免同时使用多种含同成分感冒药，以免重复用药,育儿,病护应对,100,80,92,safe,"['发热护理', '就医', '安全用药', '3月']",川渝
exp_p323,儿童咳嗽首先关注呼吸情况，保持室内通风和适宜湿度，避免二手烟；若喘憋、呼吸急促或持续>2周应就医评估,育儿,病护应对,93,77,93,safe,"['咳嗽', '呼吸道', '用药安全', '就医']",普通话
exp_p324,接种当天注意观察精神和进食，避免剧烈运动；若有既往严重过敏史需提前告知接种医生,育儿,疫苗保健,100,84,96,safe,"['疫苗', '观察', '不良反应', '就医']",普通话+动作
exp_p325,语言发展训练以高频互动为主：看见什么就描述什么、等孩子回应，再扩展一句话，效果比单纯背词更好,育儿,知识启蒙,97,83,88,safe,"['发育', '互动', '习惯', '6月']",普通话+动作
exp_p326,白天小睡不足或过度刺激都会让夜间更难入睡，适当减少睡前屏幕和剧烈活动,育儿,睡眠问题,100,90,93,safe,"['睡眠', '2月', '作息', '安全']",普通话+动作
exp_p327,儿童咳嗽首先关注呼吸情况，保持室内通风和适宜湿度，避免二手烟；若喘憋、呼吸急促或持续>2周应就医评估,育儿,病护应对,95,85,97,safe,"['咳嗽', '呼吸道', '用药安全', '就医']",普通话
exp_p328,家中药品、清洁剂应放在上锁高处，避免误食；一旦误食或可疑接触应立即联系中毒咨询/就医,育儿,安全防护,95,81,94,safe,"['安全', '防误食', '防溺水', '急救']",普通话+动作
exp_p329,婴儿安全睡眠建议仰卧、硬床垫、床内不放枕头被褥和毛绒玩具，可降低窒息风险,育儿,睡眠问题,99,86,90,safe,"['睡眠', '48月', '作息', '安全']",川渝
exp_p330,婴儿安全睡眠建议仰卧、硬床垫、床内不放枕头被褥和毛绒玩具，可降低窒息风险,育儿,睡眠问题,100,88,91,safe,"['睡眠', '60月', '作息', '安全']",普通话+动作
exp_p331,孩子发脾气时先保证安全并共情情绪，待平静后再讨论规则与替代行为，能减少升级为对抗,育儿,行为培养,99,84,90,safe,"['发育', '互动', '习惯', '5月']",普通话
exp_p332,婴儿安全睡眠建议仰卧、硬床垫、床内不放枕头被褥和毛绒玩具，可降低窒息风险,育儿,睡眠问题,100,86,96,safe,"['睡眠', '18月', '作息', '安全']",普通话+动作
exp_p333,腹泻期间避免含糖饮料和高脂食物，少量多次进食更利于肠道恢复,育儿,病护应对,96,87,88,safe,"['腹泻', '补液', '脱水', '就医']",普通话
exp_p334,饭前便后和外出回家要用流动水和肥皂洗手≥20秒，可显著降低呼吸道与肠道感染传播,育儿,安全防护,97,96,88,safe,"['卫生', '洗手', '预防', '感染']",川渝
exp_p335,儿童咳嗽首先关注呼吸情况，保持室内通风和适宜湿度，避免二手烟；若喘憋、呼吸急促或持续>2周应就医评估,育儿,病护应对,93,81,93,safe,"['咳嗽', '呼吸道', '用药安全', '就医']",普通话
exp_p336,白天小睡不足或过度刺激都会让夜间更难入睡，适当减少睡前屏幕和剧烈活动,育儿,睡眠问题,94,92,95,safe,"['睡眠', '24月', '作息', '安全']",普通话
exp_p337,乘车必须使用符合身高体重的儿童安全座椅，且后向安装更能保护颈部，安全性明显高于抱着,育儿,安全防护,96,81,95,safe,"['安全', '防误食', '防溺水', '急救']",普通话
exp_p338,乘车必须使用符合身高体重的儿童安全座椅，且后向安装更能保护颈部，安全性明显高于抱着,育儿,安全防护,96,80,95,safe,"['安全', '防误食', '防溺水', '急救']",普通话
exp_p339,添加辅食时若出现明显皮疹、呕吐、喘鸣等疑似过敏反应应停止该食物并就医评估，后续在医生指导下再尝试,育儿,饮食健康,93,83,90,safe,"['过敏', '辅食', '观察', '就医']",普通话
exp_p340,语言发展训练以高频互动为主：看见什么就描述什么、等孩子回应，再扩展一句话，效果比单纯背词更好,育儿,行为培养,95,87,97,safe,"['发育', '互动', '习惯', '5月']",普通话+动作
exp_p341,孩子发脾气时先保证安全并共情情绪，待平静后再讨论规则与替代行为，能减少升级为对抗,育儿,行为培养,92,88,97,safe,"['发育', '互动', '习惯', '10月']",普通话
exp_p342,孩子腹泻时最重要的是预防脱水，可按说明使用口服补液盐（ORS），继续母乳/配方奶喂养；出现少尿、嗜睡、血便应就医评估,育儿,病护应对,93,87,94,safe,"['腹泻', '补液', '脱水', '就医']",普通话+动作
exp_p343,婴儿安全睡眠建议仰卧、硬床垫、床内不放枕头被褥和毛绒玩具，可降低窒息风险,育儿,睡眠问题,97,92,97,safe,"['睡眠', '18月', '作息', '安全']",普通话
exp_p344,按免疫规划按时接种疫苗可显著降低多种传染病风险；接种后局部红肿或低热多为常见反应，出现高热、持续哭闹或过敏表现应就医,育儿,疫苗保健,96,79,89,safe,"['疫苗', '观察', '不良反应', '就医']",普通话
exp_p345,腹泻期间避免含糖饮料和高脂食物，少量多次进食更利于肠道恢复,育儿,病护应对,100,81,96,safe,"['腹泻', '补液', '脱水', '就医']",普通话+动作
exp_p346,儿童咳嗽首先关注呼吸情况，保持室内通风和适宜湿度，避免二手烟；若喘憋、呼吸急促或持续>2周应就医评估,育儿,病护应对,96,88,89,safe,"['咳嗽', '呼吸道', '用药安全', '就医']",普通话
exp_p347,孩子腹泻时最重要的是预防脱水，可按说明使用口服补液盐（ORS），继续母乳/配方奶喂养；出现少尿、嗜睡、血便应就医评估,育儿,病护应对,98,79,97,safe,"['腹泻', '补液', '脱水', '就医']",川渝
exp_p348,婴儿安全睡眠建议仰卧、硬床垫、床内不放枕头被褥和毛绒玩具，可降低窒息风险,育儿,睡眠问题,99,87,92,safe,"['睡眠', '4月', '作息', '安全']",川渝
exp_p349,宝宝睡前固定流程（洗澡-抚触-讲故事-关灯）更容易建立睡眠联想，夜醒时先轻拍安抚再观察是否真的饥饿,育儿,睡眠问题,98,93,91,safe,"['睡眠', '60月', '作息', '安全']",普通话
exp_p350,洗澡或靠近水域时大人必须全程看护，哪怕水深很浅也可能发生溺水风险,育儿,安全防护,96,86,93,safe,"['安全', '防误食', '防溺水', '急救']",普通话
exp_p351,婴儿安全睡眠建议仰卧、硬床垫、床内不放枕头被褥和毛绒玩具，可降低窒息风险,育儿,睡眠问题,100,87,91,safe,"['睡眠', '12月', '作息', '安全']",普通话
exp_p352,饭前便后和外出回家要用流动水和肥皂洗手≥20秒，可显著降低呼吸道与肠道感染传播,育儿,安全防护,98,97,90,safe,"['卫生', '洗手', '预防', '感染']",川渝
exp_p353,1岁以内不建议添加盐和糖，避免形成重口味；蜂蜜也不建议给1岁以内婴儿食用以防肉毒风险,育儿,饮食健康,93,91,96,safe,"['喂养', '10月', '辅食', '营养']",川渝
exp_p354,鸡蛋、花生等过敏高风险食物可在可安全进食固体后少量引入并观察，但要避免整颗坚果等噎食风险,育儿,饮食健康,95,81,92,safe,"['过敏', '辅食', '观察', '就医']",普通话
exp_p355,2岁以下不建议自行使用止咳镇静类复方感冒药；必要用药应遵医嘱,育儿,病护应对,99,83,89,safe,"['咳嗽', '呼吸道', '用药安全', '就医']",普通话+动作
exp_p356,添加辅食时若出现明显皮疹、呕吐、喘鸣等疑似过敏反应应停止该食物并就医评估，后续在医生指导下再尝试,育儿,饮食健康,95,78,88,safe,"['过敏', '辅食', '观察', '就医']",普通话
exp_p357,2岁以下不建议自行使用止咳镇静类复方感冒药；必要用药应遵医嘱,育儿,病护应对,94,77,87,safe,"['咳嗽', '呼吸道', '用药安全', '就医']",普通话
exp_p358,2岁以下不建议自行使用止咳镇静类复方感冒药；必要用药应遵医嘱,育儿,病护应对,92,88,91,safe,"['咳嗽', '呼吸道', '用药安全', '就医']",普通话
exp_p359,家中药品、清洁剂应放在上锁高处，避免误食；一旦误食或可疑接触应立即联系中毒咨询/就医,育儿,安全防护,99,90,92,safe,"['安全', '防误食', '防溺水', '急救']",普通话
exp_p360,孩子腹泻时最重要的是预防脱水，可按说明使用口服补液盐（ORS），继续母乳/配方奶喂养；出现少尿、嗜睡、血便应就医评估,育儿,病护应对,95,79,91,safe,"['腹泻', '补液', '脱水', '就医']",普通话+动作
exp_p361,接种当天注意观察精神和进食，避免剧烈运动；若有既往严重过敏史需提前告知接种医生,育儿,疫苗保健,96,90,98,safe,"['疫苗', '观察', '不良反应', '就医']",川渝
exp_p362,孩子腹泻时最重要的是预防脱水，可按说明使用口服补液盐（ORS），继续母乳/配方奶喂养；出现少尿、嗜睡、血便应就医评估,育儿,病护应对,99,87,92,safe,"['腹泻', '补液', '脱水', '就医']",川渝
exp_p363,家中药品、清洁剂应放在上锁高处，避免误食；一旦误食或可疑接触应立即联系中毒咨询/就医,育儿,安全防护,97,89,90,safe,"['安全', '防误食', '防溺水', '急救']",川渝
exp_p364,饭前便后和外出回家要用流动水和肥皂洗手≥20秒，可显著降低呼吸道与肠道感染传播,育儿,安全防护,98,96,89,safe,"['卫生', '洗手', '预防', '感染']",普通话
exp_p365,36个月左右添加辅食时先从含铁米粉/肉泥等富铁食物开始，每次只加一种新食物并观察2-3天再更换,育儿,饮食健康,92,85,90,safe,"['喂养', '36月', '辅食', '营养']",普通话+动作
exp_p366,白天小睡不足或过度刺激都会让夜间更难入睡，适当减少睡前屏幕和剧烈活动,育儿,睡眠问题,99,88,97,safe,"['睡眠', '0月', '作息', '安全']",普通话
exp_p367,孩子发热先用体温计测量，重点保证补液和休息；不建议酒精擦浴。若精神差、持续高热或伴抽搐、呼吸困难应及时就医,育儿,病护应对,94,89,91,safe,"['发热护理', '就医', '安全用药', '12月']",川渝
