id,text,category,subcategory,safety_score,feasibility_score,utility_score,risk_level,tags
exp_300,老年抑郁和焦虑并不少见，持续两周以上的情绪低落、兴趣下降或睡眠食欲改变应寻求专业评估；保持社交和适度运动可改善情绪,老人养生,心理健康,90,80,88,safe,"['心理健康', '抑郁', '社交', '运动']"
exp_301,老年人常见多病共存，建议用药清单随身携带并定期做药物复核，避免自行叠加止痛药、感冒药等重复成分；出现不良反应及时就医,老人养生,用药安全,100,88,96,safe,"['多重用药', '药物复核', '不良反应', '安全']"
exp_302,高血压患者建议固定时间测血压并记录，家庭自测可帮助医生调整方案；擅自停药或频繁换药会增加脑卒中风险，应遵医嘱,老人养生,慢病管理,93,88,98,safe,"['血压监测', '用药依从', '卒中预防', '遵医嘱']"
exp_303,高血压患者建议固定时间测血压并记录，家庭自测可帮助医生调整方案；擅自停药或频繁换药会增加脑卒中风险，应遵医嘱,老人养生,慢病管理,99,82,96,safe,"['血压监测', '用药依从', '卒中预防', '遵医嘱']"
exp_304,老年人常见多病共存，建议用药清单随身携带并定期做药物复核，避免自行叠加止痛药、感冒药等重复成分；出现不良反应及时就医,老人养生,用药安全,97,83,92,safe,"['多重用药', '药物复核', '不良反应', '安全']"
exp_305,老年人建议接种流感疫苗和肺炎球菌疫苗以降低重症风险，尤其是慢病人群；具体接种时机与禁忌需咨询接种门诊,老人养生,日常养生,94,72,88,safe,"['疫苗', '流感', '肺炎球菌', '预防']"
exp_306,老年人常见多病共存，建议用药清单随身携带并定期做药物复核，避免自行叠加止痛药、感冒药等重复成分；出现不良反应及时就医,老人养生,用药安全,95,83,89,safe,"['多重用药', '药物复核', '不良反应', '安全']"
exp_307,老年人常见多病共存，建议用药清单随身携带并定期做药物复核，避免自行叠加止痛药、感冒药等重复成分；出现不良反应及时就医,老人养生,用药安全,100,81,90,safe,"['多重用药', '药物复核', '不良反应', '安全']"
exp_308,老年人常见多病共存，建议用药清单随身携带并定期做药物复核，避免自行叠加止痛药、感冒药等重复成分；出现不良反应及时就医,老人养生,用药安全,100,77,95,safe,"['多重用药', '药物复核', '不良反应', '安全']"
exp_309,糖尿病管理要结合饮食、运动和监测，主食可用全谷物/杂豆替代一部分精米面；出现低血糖症状（出汗、心慌、手抖）需及时补糖并评估原因,老人养生,慢病管理,92,87,90,safe,"['血糖', '低血糖', '全谷物', '监测']"
exp_310,老年人常见多病共存，建议用药清单随身携带并定期做药物复核，避免自行叠加止痛药、感冒药等重复成分；出现不良反应及时就医,老人养生,用药安全,94,83,91,safe,"['多重用药', '药物复核', '不良反应', '安全']"
exp_311,老年人建议接种流感疫苗和肺炎球菌疫苗以降低重症风险，尤其是慢病人群；具体接种时机与禁忌需咨询接种门诊,老人养生,日常养生,95,85,97,safe,"['疫苗', '流感', '肺炎球菌', '预防']"
exp_312,糖尿病管理要结合饮食、运动和监测，主食可用全谷物/杂豆替代一部分精米面；出现低血糖症状（出汗、心慌、手抖）需及时补糖并评估原因,老人养生,慢病管理,97,88,92,safe,"['血糖', '低血糖', '全谷物', '监测']"
exp_313,老年人常见多病共存，建议用药清单随身携带并定期做药物复核，避免自行叠加止痛药、感冒药等重复成分；出现不良反应及时就医,老人养生,用药安全,97,88,97,safe,"['多重用药', '药物复核', '不良反应', '安全']"
exp_314,糖尿病管理要结合饮食、运动和监测，主食可用全谷物/杂豆替代一部分精米面；出现低血糖症状（出汗、心慌、手抖）需及时补糖并评估原因,老人养生,慢病管理,99,90,95,safe,"['血糖', '低血糖', '全谷物', '监测']"
exp_315,预防跌倒要同时做环境改造（防滑垫、夜灯、卫生间扶手）和能力训练（下肢力量、平衡训练）；起夜时先坐起再站立，减少体位性低血压,老人养生,居家安全,97,89,100,safe,"['防跌倒', '扶手', '平衡训练', '夜灯']"
exp_316,预防跌倒要同时做环境改造（防滑垫、夜灯、卫生间扶手）和能力训练（下肢力量、平衡训练）；起夜时先坐起再站立，减少体位性低血压,老人养生,居家安全,100,87,92,safe,"['防跌倒', '扶手', '平衡训练', '夜灯']"
exp_317,改善睡眠优先从睡眠卫生入手：规律作息、下午避免浓茶咖啡、睡前减少屏幕刺激；长期依赖安眠药可能带来跌倒和认知风险，需在医生指导下调整,老人养生,睡眠养生,91,83,87,safe,"['睡眠卫生', '失眠', '用药风险', '规律作息']"
exp_318,老年人建议接种流感疫苗和肺炎球菌疫苗以降低重症风险，尤其是慢病人群；具体接种时机与禁忌需咨询接种门诊,老人养生,日常养生,100,79,87,safe,"['疫苗', '流感', '肺炎球菌', '预防']"
exp_319,老年人应保证优质蛋白（鱼蛋奶豆瘦肉）与足量蔬果摄入，钙和维生素D有助于骨骼健康；骨头汤钙含量有限，是否补充钙剂应结合饮食与医生建议,老人养生,营养补充,91,82,88,safe,"['蛋白质', '补钙', '维生素D', '骨健康']"
exp_320,高血压患者建议固定时间测血压并记录，家庭自测可帮助医生调整方案；擅自停药或频繁换药会增加脑卒中风险，应遵医嘱,老人养生,慢病管理,99,90,92,safe,"['血压监测', '用药依从', '卒中预防', '遵医嘱']"
exp_321,老年人常见多病共存，建议用药清单随身携带并定期做药物复核，避免自行叠加止痛药、感冒药等重复成分；出现不良反应及时就医,老人养生,用药安全,94,89,89,safe,"['多重用药', '药物复核', '不良反应', '安全']"
exp_322,糖尿病管理要结合饮食、运动和监测，主食可用全谷物/杂豆替代一部分精米面；出现低血糖症状（出汗、心慌、手抖）需及时补糖并评估原因,老人养生,慢病管理,96,86,99,safe,"['血糖', '低血糖', '全谷物', '监测']"
exp_323,糖尿病管理要结合饮食、运动和监测，主食可用全谷物/杂豆替代一部分精米面；出现低血糖症状（出汗、心慌、手抖）需及时补糖并评估原因,老人养生,慢病管理,97,84,95,safe,"['血糖', '低血糖', '全谷物', '监测']"
exp_324,老年人建议接种流感疫苗和肺炎球菌疫苗以降低重症风险，尤其是慢病人群；具体接种时机与禁忌需咨询接种门诊,老人养生,日常养生,93,80,87,safe,"['疫苗', '流感', '肺炎球菌', '预防']"
exp_325,高血压患者建议固定时间测血压并记录，家庭自测可帮助医生调整方案；擅自停药或频繁换药会增加脑卒中风险，应遵医嘱,老人养生,慢病管理,95,79,90,safe,"['血压监测', '用药依从', '卒中预防', '遵医嘱']"
exp_326,老年抑郁和焦虑并不少见，持续两周以上的情绪低落、兴趣下降或睡眠食欲改变应寻求专业评估；保持社交和适度运动可改善情绪,老人养生,心理健康,92,85,96,safe,"['心理健康', '抑郁', '社交', '运动']"
exp_327,老年抑郁和焦虑并不少见，持续两周以上的情绪低落、兴趣下降或睡眠食欲改变应寻求专业评估；保持社交和适度运动可改善情绪,老人养生,心理健康,95,89,94,safe,"['心理健康', '抑郁', '社交', '运动']"
exp_328,老年人每周累计≥150分钟中等强度有氧运动（快走、骑车等）并配合2-3次力量训练，可延缓肌少症并改善心肺功能；运动强度以能说话但略喘为宜,老人养生,运动养生,92,82,94,safe,"['有氧', '力量训练', '肌少症', '心肺']"
exp_329,老年抑郁和焦虑并不少见，持续两周以上的情绪低落、兴趣下降或睡眠食欲改变应寻求专业评估；保持社交和适度运动可改善情绪,老人养生,心理健康,90,81,89,safe,"['心理健康', '抑郁', '社交', '运动']"
exp_330,改善睡眠优先从睡眠卫生入手：规律作息、下午避免浓茶咖啡、睡前减少屏幕刺激；长期依赖安眠药可能带来跌倒和认知风险，需在医生指导下调整,老人养生,睡眠养生,94,85,87,safe,"['睡眠卫生', '失眠', '用药风险', '规律作息']"
exp_331,老年人常见多病共存，建议用药清单随身携带并定期做药物复核，避免自行叠加止痛药、感冒药等重复成分；出现不良反应及时就医,老人养生,用药安全,97,86,95,safe,"['多重用药', '药物复核', '不良反应', '安全']"
exp_332,改善睡眠优先从睡眠卫生入手：规律作息、下午避免浓茶咖啡、睡前减少屏幕刺激；长期依赖安眠药可能带来跌倒和认知风险，需在医生指导下调整,老人养生,睡眠养生,96,90,94,safe,"['睡眠卫生', '失眠', '用药风险', '规律作息']"
exp_333,老年人每周累计≥150分钟中等强度有氧运动（快走、骑车等）并配合2-3次力量训练，可延缓肌少症并改善心肺功能；运动强度以能说话但略喘为宜,老人养生,运动养生,97,80,97,safe,"['有氧', '力量训练', '肌少症', '心肺']"
exp_334,预防跌倒要同时做环境改造（防滑垫、夜灯、卫生间扶手）和能力训练（下肢力量、平衡训练）；起夜时先坐起再站立，减少体位性低血压,老人养生,居家安全,100,94,96,safe,"['防跌倒', '扶手', '平衡训练', '夜灯']"
exp_335,老年人控盐有助于降低血压风险，建议少吃咸菜、腌制品和高钠加工食品，做菜少放酱油/味精并学会看营养成分表中的钠含量,老人养生,饮食健康,96,89,89,safe,"['低盐', '高血压', '控钠', '饮食']"
exp_336,老年人控盐有助于降低血压风险，建议少吃咸菜、腌制品和高钠加工食品，做菜少放酱油/味精并学会看营养成分表中的钠含量,老人养生,饮食健康,93,87,91,safe,"['低盐', '高血压', '控钠', '饮食']"
exp_337,老年人每周累计≥150分钟中等强度有氧运动（快走、骑车等）并配合2-3次力量训练，可延缓肌少症并改善心肺功能；运动强度以能说话但略喘为宜,老人养生,运动养生,91,78,93,safe,"['有氧', '力量训练', '肌少症', '心肺']"
exp_338,预防跌倒要同时做环境改造（防滑垫、夜灯、卫生间扶手）和能力训练（下肢力量、平衡训练）；起夜时先坐起再站立，减少体位性低血压,老人养生,居家安全,97,86,100,safe,"['防跌倒', '扶手', '平衡训练', '夜灯']"
exp_339,老年人建议接种流感疫苗和肺炎球菌疫苗以降低重症风险，尤其是慢病人群；具体接种时机与禁忌需咨询接种门诊,老人养生,日常养生,98,80,88,safe,"['疫苗', '流感', '肺炎球菌', '预防']"
exp_340,高血压患者建议固定时间测血压并记录，家庭自测可帮助医生调整方案；擅自停药或频繁换药会增加脑卒中风险，应遵医嘱,老人养生,慢病管理,98,80,96,safe,"['血压监测', '用药依从', '卒中预防', '遵医嘱']"
exp_341,老年人常见多病共存，建议用药清单随身携带并定期做药物复核，避免自行叠加止痛药、感冒药等重复成分；出现不良反应及时就医,老人养生,用药安全,98,78,92,safe,"['多重用药', '药物复核', '不良反应', '安全']"
exp_342,糖尿病管理要结合饮食、运动和监测，主食可用全谷物/杂豆替代一部分精米面；出现低血糖症状（出汗、心慌、手抖）需及时补糖并评估原因,老人养生,慢病管理,95,85,90,safe,"['血糖', '低血糖', '全谷物', '监测']"
exp_343,高血压患者建议固定时间测血压并记录，家庭自测可帮助医生调整方案；擅自停药或频繁换药会增加脑卒中风险，应遵医嘱,老人养生,慢病管理,96,80,90,safe,"['血压监测', '用药依从', '卒中预防', '遵医嘱']"
exp_344,改善睡眠优先从睡眠卫生入手：规律作息、下午避免浓茶咖啡、睡前减少屏幕刺激；长期依赖安眠药可能带来跌倒和认知风险，需在医生指导下调整,老人养生,睡眠养生,96,86,96,safe,"['睡眠卫生', '失眠', '用药风险', '规律作息']"
exp_345,预防跌倒要同时做环境改造（防滑垫、夜灯、卫生间扶手）和能力训练（下肢力量、平衡训练）；起夜时先坐起再站立，减少体位性低血压,老人养生,居家安全,97,90,97,safe,"['防跌倒', '扶手', '平衡训练', '夜灯']"
exp_346,老年人每周累计≥150分钟中等强度有氧运动（快走、骑车等）并配合2-3次力量训练，可延缓肌少症并改善心肺功能；运动强度以能说话但略喘为宜,老人养生,运动养生,95,86,92,safe,"['有氧', '力量训练', '肌少症', '心肺']"
exp_347,老年人控盐有助于降低血压风险，建议少吃咸菜、腌制品和高钠加工食品，做菜少放酱油/味精并学会看营养成分表中的钠含量,老人养生,饮食健康,97,95,93,safe,"['低盐', '高血压', '控钠', '饮食']"
exp_348,预防跌倒要同时做环境改造（防滑垫、夜灯、卫生间扶手）和能力训练（下肢力量、平衡训练）；起夜时先坐起再站立，减少体位性低血压,老人养生,居家安全,99,83,94,safe,"['防跌倒', '扶手', '平衡训练', '夜灯']"
exp_349,老年人建议接种流感疫苗和肺炎球菌疫苗以降低重症风险，尤其是慢病人群；具体接种时机与禁忌需咨询接种门诊,老人养生,日常养生,94,85,95,safe,"['疫苗', '流感', '肺炎球菌', '预防']"
exp_350,老年人每周累计≥150分钟中等强度有氧运动（快走、骑车等）并配合2-3次力量训练，可延缓肌少症并改善心肺功能；运动强度以能说话但略喘为宜,老人养生,运动养生,97,81,98,safe,"['有氧', '力量训练', '肌少症', '心肺']"
exp_351,老年人应保证优质蛋白（鱼蛋奶豆瘦肉）与足量蔬果摄入，钙和维生素D有助于骨骼健康；骨头汤钙含量有限，是否补充钙剂应结合饮食与医生建议,老人养生,营养补充,95,83,91,safe,"['蛋白质', '补钙', '维生素D', '骨健康']"
exp_352,老年人每周累计≥150分钟中等强度有氧运动（快走、骑车等）并配合2-3次力量训练，可延缓肌少症并改善心肺功能；运动强度以能说话但略喘为宜,老人养生,运动养生,92,76,98,safe,"['有氧', '力量训练', '肌少症', '心肺']"
exp_353,老年人控盐有助于降低血压风险，建议少吃咸菜、腌制品和高钠加工食品，做菜少放酱油/味精并学会看营养成分表中的钠含量,老人养生,饮食健康,93,90,94,safe,"['低盐', '高血压', '控钠', '饮食']"
exp_354,老年人常见多病共存，建议用药清单随身携带并定期做药物复核，避免自行叠加止痛药、感冒药等重复成分；出现不良反应及时就医,老人养生,用药安全,95,89,91,safe,"['多重用药', '药物复核', '不良反应', '安全']"
exp_355,改善睡眠优先从睡眠卫生入手：规律作息、下午避免浓茶咖啡、睡前减少屏幕刺激；长期依赖安眠药可能带来跌倒和认知风险，需在医生指导下调整,老人养生,睡眠养生,96,89,96,safe,"['睡眠卫生', '失眠', '用药风险', '规律作息']"
exp_356,改善睡眠优先从睡眠卫生入手：规律作息、下午避免浓茶咖啡、睡前减少屏幕刺激；长期依赖安眠药可能带来跌倒和认知风险，需在医生指导下调整,老人养生,睡眠养生,91,88,87,safe,"['睡眠卫生', '失眠', '用药风险', '规律作息']"
exp_357,老年人建议接种流感疫苗和肺炎球菌疫苗以降低重症风险，尤其是慢病人群；具体接种时机与禁忌需咨询接种门诊,老人养生,日常养生,96,78,88,safe,"['疫苗', '流感', '肺炎球菌', '预防']"
exp_358,老年人每周累计≥150分钟中等强度有氧运动（快走、骑车等）并配合2-3次力量训练，可延缓肌少症并改善心肺功能；运动强度以能说话但略喘为宜,老人养生,运动养生,97,78,90,safe,"['有氧', '力量训练', '肌少症', '心肺']"
exp_359,老年人每周累计≥150分钟中等强度有氧运动（快走、骑车等）并配合2-3次力量训练，可延缓肌少症并改善心肺功能；运动强度以能说话但略喘为宜,老人养生,运动养生,96,78,98,safe,"['有氧', '力量训练', '肌少症', '心肺']"
exp_360,老年人常见多病共存，建议用药清单随身携带并定期做药物复核，避免自行叠加止痛药、感冒药等重复成分；出现不良反应及时就医,老人养生,用药安全,100,88,92,safe,"['多重用药', '药物复核', '不良反应', '安全']"
exp_361,老年人每周累计≥150分钟中等强度有氧运动（快走、骑车等）并配合2-3次力量训练，可延缓肌少症并改善心肺功能；运动强度以能说话但略喘为宜,老人养生,运动养生,93,84,93,safe,"['有氧', '力量训练', '肌少症', '心肺']"
exp_362,老年人每周累计≥150分钟中等强度有氧运动（快走、骑车等）并配合2-3次力量训练，可延缓肌少症并改善心肺功能；运动强度以能说话但略喘为宜,老人养生,运动养生,93,84,89,safe,"['有氧', '力量训练', '肌少症', '心肺']"
exp_363,老年人建议接种流感疫苗和肺炎球菌疫苗以降低重症风险，尤其是慢病人群；具体接种时机与禁忌需咨询接种门诊,老人养生,日常养生,93,74,97,safe,"['疫苗', '流感', '肺炎球菌', '预防']"
exp_364,老年人应保证优质蛋白（鱼蛋奶豆瘦肉）与足量蔬果摄入，钙和维生素D有助于骨骼健康；骨头汤钙含量有限，是否补充钙剂应结合饮食与医生建议,老人养生,营养补充,95,91,91,safe,"['蛋白质', '补钙', '维生素D', '骨健康']"
exp_365,老年人每周累计≥150分钟中等强度有氧运动（快走、骑车等）并配合2-3次力量训练，可延缓肌少症并改善心肺功能；运动强度以能说话但略喘为宜,老人养生,运动养生,97,84,91,safe,"['有氧', '力量训练', '肌少症', '心肺']"
exp_366,老年人常见多病共存，建议用药清单随身携带并定期做药物复核，避免自行叠加止痛药、感冒药等重复成分；出现不良反应及时就医,老人养生,用药安全,97,89,98,safe,"['多重用药', '药物复核', '不良反应', '安全']"
exp_367,老年人控盐有助于降低血压风险，建议少吃咸菜、腌制品和高钠加工食品，做菜少放酱油/味精并学会看营养成分表中的钠含量,老人养生,饮食健康,97,92,94,safe,"['低盐', '高血压', '控钠', '饮食']"
exp_368,老年人常见多病共存，建议用药清单随身携带并定期做药物复核，避免自行叠加止痛药、感冒药等重复成分；出现不良反应及时就医,老人养生,用药安全,97,84,89,safe,"['多重用药', '药物复核', '不良反应', '安全']"
exp_369,老年人应保证优质蛋白（鱼蛋奶豆瘦肉）与足量蔬果摄入，钙和维生素D有助于骨骼健康；骨头汤钙含量有限，是否补充钙剂应结合饮食与医生建议,老人养生,营养补充,93,85,91,safe,"['蛋白质', '补钙', '维生素D', '骨健康']"
exp_370,预防跌倒要同时做环境改造（防滑垫、夜灯、卫生间扶手）和能力训练（下肢力量、平衡训练）；起夜时先坐起再站立，减少体位性低血压,老人养生,居家安全,98,93,92,safe,"['防跌倒', '扶手', '平衡训练', '夜灯']"
exp_371,老年人常见多病共存，建议用药清单随身携带并定期做药物复核，避免自行叠加止痛药、感冒药等重复成分；出现不良反应及时就医,老人养生,用药安全,100,88,93,safe,"['多重用药', '药物复核', '不良反应', '安全']"
exp_372,老年人建议接种流感疫苗和肺炎球菌疫苗以降低重症风险，尤其是慢病人群；具体接种时机与禁忌需咨询接种门诊,老人养生,日常养生,100,80,96,safe,"['疫苗', '流感', '肺炎球菌', '预防']"
exp_373,老年人控盐有助于降低血压风险，建议少吃咸菜、腌制品和高钠加工食品，做菜少放酱油/味精并学会看营养成分表中的钠含量,老人养生,饮食健康,94,83,90,safe,"['低盐', '高血压', '控钠', '饮食']"
exp_374,改善睡眠优先从睡眠卫生入手：规律作息、下午避免浓茶咖啡、睡前减少屏幕刺激；长期依赖安眠药可能带来跌倒和认知风险，需在医生指导下调整,老人养生,睡眠养生,93,80,96,safe,"['睡眠卫生', '失眠', '用药风险', '规律作息']"
exp_375,糖尿病管理要结合饮食、运动和监测，主食可用全谷物/杂豆替代一部分精米面；出现低血糖症状（出汗、心慌、手抖）需及时补糖并评估原因,老人养生,慢病管理,95,85,89,safe,"['血糖', '低血糖', '全谷物', '监测']"
exp_376,糖尿病管理要结合饮食、运动和监测，主食可用全谷物/杂豆替代一部分精米面；出现低血糖症状（出汗、心慌、手抖）需及时补糖并评估原因,老人养生,慢病管理,98,81,93,safe,"['血糖', '低血糖', '全谷物', '监测']"
exp_377,糖尿病管理要结合饮食、运动和监测，主食可用全谷物/杂豆替代一部分精米面；出现低血糖症状（出汗、心慌、手抖）需及时补糖并评估原因,老人养生,慢病管理,94,90,94,safe,"['血糖', '低血糖', '全谷物', '监测']"
exp_378,高血压患者建议固定时间测血压并记录，家庭自测可帮助医生调整方案；擅自停药或频繁换药会增加脑卒中风险，应遵医嘱,老人养生,慢病管理,95,85,92,safe,"['血压监测', '用药依从', '卒中预防', '遵医嘱']"
exp_379,老年人建议接种流感疫苗和肺炎球菌疫苗以降低重症风险，尤其是慢病人群；具体接种时机与禁忌需咨询接种门诊,老人养生,日常养生,100,76,89,safe,"['疫苗', '流感', '肺炎球菌', '预防']"
exp_380,高血压患者建议固定时间测血压并记录，家庭自测可帮助医生调整方案；擅自停药或频繁换药会增加脑卒中风险，应遵医嘱,老人养生,慢病管理,94,82,98,safe,"['血压监测', '用药依从', '卒中预防', '遵医嘱']"
exp_381,老年人应保证优质蛋白（鱼蛋奶豆瘦肉）与足量蔬果摄入，钙和维生素D有助于骨骼健康；骨头汤钙含量有限，是否补充钙剂应结合饮食与医生建议,老人养生,营养补充,97,90,88,safe,"['蛋白质', '补钙', '维生素D', '骨健康']"
exp_382,高血压患者建议固定时间测血压并记录，家庭自测可帮助医生调整方案；擅自停药或频繁换药会增加脑卒中风险，应遵医嘱,老人养生,慢病管理,99,88,90,safe,"['血压监测', '用药依从', '卒中预防', '遵医嘱']"
exp_383,老年人建议接种流感疫苗和肺炎球菌疫苗以降低重症风险，尤其是慢病人群；具体接种时机与禁忌需咨询接种门诊,老人养生,日常养生,95,85,97,safe,"['疫苗', '流感', '肺炎球菌', '预防']"
exp_384,糖尿病管理要结合饮食、运动和监测，主食可用全谷物/杂豆替代一部分精米面；出现低血糖症状（出汗、心慌、手抖）需及时补糖并评估原因,老人养生,慢病管理,94,83,95,safe,"['血糖', '低血糖', '全谷物', '监测']"
exp_385,老年人每周累计≥150分钟中等强度有氧运动（快走、骑车等）并配合2-3次力量训练，可延缓肌少症并改善心肺功能；运动强度以能说话但略喘为宜,老人养生,运动养生,94,84,93,safe,"['有氧', '力量训练', '肌少症', '心肺']"
exp_386,预防跌倒要同时做环境改造（防滑垫、夜灯、卫生间扶手）和能力训练（下肢力量、平衡训练）；起夜时先坐起再站立，减少体位性低血压,老人养生,居家安全,100,85,92,safe,"['防跌倒', '扶手', '平衡训练', '夜灯']"
exp_387,高血压患者建议固定时间测血压并记录，家庭自测可帮助医生调整方案；擅自停药或频繁换药会增加脑卒中风险，应遵医嘱,老人养生,慢病管理,93,90,93,safe,"['血压监测', '用药依从', '卒中预防', '遵医嘱']"
exp_388,老年人建议接种流感疫苗和肺炎球菌疫苗以降低重症风险，尤其是慢病人群；具体接种时机与禁忌需咨询接种门诊,老人养生,日常养生,100,73,90,safe,"['疫苗', '流感', '肺炎球菌', '预防']"
exp_389,高血压患者建议固定时间测血压并记录，家庭自测可帮助医生调整方案；擅自停药或频繁换药会增加脑卒中风险，应遵医嘱,老人养生,慢病管理,97,80,93,safe,"['血压监测', '用药依从', '卒中预防', '遵医嘱']"
exp_390,改善睡眠优先从睡眠卫生入手：规律作息、下午避免浓茶咖啡、睡前减少屏幕刺激；长期依赖安眠药可能带来跌倒和认知风险，需在医生指导下调整,老人养生,睡眠养生,92,91,93,safe,"['睡眠卫生', '失眠', '用药风险', '规律作息']"
exp_391,预防跌倒要同时做环境改造（防滑垫、夜灯、卫生间扶手）和能力训练（下肢力量、平衡训练）；起夜时先坐起再站立，减少体位性低血压,老人养生,居家安全,96,85,98,safe,"['防跌倒', '扶手', '平衡训练', '夜灯']"
exp_392,老年人常见多病共存，建议用药清单随身携带并定期做药物复核，避免自行叠加止痛药、感冒药等重复成分；出现不良反应及时就医,老人养生,用药安全,98,90,93,safe,"['多重用药', '药物复核', '不良反应', '安全']"
exp_393,老年人常见多病共存，建议用药清单随身携带并定期做药物复核，避免自行叠加止痛药、感冒药等重复成分；出现不良反应及时就医,老人养生,用药安全,98,80,95,safe,"['多重用药', '药物复核', '不良反应', '安全']"
exp_394,老年抑郁和焦虑并不少见，持续两周以上的情绪低落、兴趣下降或睡眠食欲改变应寻求专业评估；保持社交和适度运动可改善情绪,老人养生,心理健康,94,84,96,safe,"['心理健康', '抑郁', '社交', '运动']"
exp_395,老年抑郁和焦虑并不少见，持续两周以上的情绪低落、兴趣下降或睡眠食欲改变应寻求专业评估；保持社交和适度运动可改善情绪,老人养生,心理健康,90,77,93,safe,"['心理健康', '抑郁', '社交', '运动']"
exp_396,糖尿病管理要结合饮食、运动和监测，主食可用全谷物/杂豆替代一部分精米面；出现低血糖症状（出汗、心慌、手抖）需及时补糖并评估原因,老人养生,慢病管理,97,83,92,safe,"['血糖', '低血糖', '全谷物', '监测']"
exp_397,老年抑郁和焦虑并不少见，持续两周以上的情绪低落、兴趣下降或睡眠食欲改变应寻求专业评估；保持社交和适度运动可改善情绪,老人养生,心理健康,90,82,94,safe,"['心理健康', '抑郁', '社交', '运动']"
exp_398,高血压患者建议固定时间测血压并记录，家庭自测可帮助医生调整方案；擅自停药或频繁换药会增加脑卒中风险，应遵医嘱,老人养生,慢病管理,95,89,96,safe,"['血压监测', '用药依从', '卒中预防', '遵医嘱']"
exp_399,老年人每周累计≥150分钟中等强度有氧运动（快走、骑车等）并配合2-3次力量训练，可延缓肌少症并改善心肺功能；运动强度以能说话但略喘为宜,老人养生,运动养生,93,74,99,safe,"['有氧', '力量训练', '肌少症', '心肺']"
exp_400,老年人控盐有助于降低血压风险，建议少吃咸菜、腌制品和高钠加工食品，做菜少放酱油/味精并学会看营养成分表中的钠含量,老人养生,饮食健康,93,88,93,safe,"['低盐', '高血压', '控钠', '饮食']"
exp_401,老年人建议接种流感疫苗和肺炎球菌疫苗以降低重症风险，尤其是慢病人群；具体接种时机与禁忌需咨询接种门诊,老人养生,日常养生,95,81,93,safe,"['疫苗', '流感', '肺炎球菌', '预防']"
exp_402,高血压患者建议固定时间测血压并记录，家庭自测可帮助医生调整方案；擅自停药或频繁换药会增加脑卒中风险，应遵医嘱,老人养生,慢病管理,94,80,90,safe,"['血压监测', '用药依从', '卒中预防', '遵医嘱']"
exp_403,预防跌倒要同时做环境改造（防滑垫、夜灯、卫生间扶手）和能力训练（下肢力量、平衡训练）；起夜时先坐起再站立，减少体位性低血压,老人养生,居家安全,100,86,98,safe,"['防跌倒', '扶手', '平衡训练', '夜灯']"
exp_404,高血压患者建议固定时间测血压并记录，家庭自测可帮助医生调整方案；擅自停药或频繁换药会增加脑卒中风险，应遵医嘱,老人养生,慢病管理,99,80,91,safe,"['血压监测', '用药依从', '卒中预防', '遵医嘱']"
exp_405,改善睡眠优先从睡眠卫生入手：规律作息、下午避免浓茶咖啡、睡前减少屏幕刺激；长期依赖安眠药可能带来跌倒和认知风险，需在医生指导下调整,老人养生,睡眠养生,94,80,92,safe,"['睡眠卫生', '失眠', '用药风险', '规律作息']"
exp_406,糖尿病管理要结合饮食、运动和监测，主食可用全谷物/杂豆替代一部分精米面；出现低血糖症状（出汗、心慌、手抖）需及时补糖并评估原因,老人养生,慢病管理,97,80,99,safe,"['血糖', '低血糖', '全谷物', '监测']"
exp_407,糖尿病管理要结合饮食、运动和监测，主食可用全谷物/杂豆替代一部分精米面；出现低血糖症状（出汗、心慌、手抖）需及时补糖并评估原因,老人养生,慢病管理,97,83,94,safe,"['血糖', '低血糖', '全谷物', '监测']"
exp_408,老年人建议接种流感疫苗和肺炎球菌疫苗以降低重症风险，尤其是慢病人群；具体接种时机与禁忌需咨询接种门诊,老人养生,日常养生,96,84,91,safe,"['疫苗', '流感', '肺炎球菌', '预防']"
exp_409,高血压患者建议固定时间测血压并记录，家庭自测可帮助医生调整方案；擅自停药或频繁换药会增加脑卒中风险，应遵医嘱,老人养生,慢病管理,98,90,95,safe,"['血压监测', '用药依从', '卒中预防', '遵医嘱']"
exp_410,老年人每周累计≥150分钟中等强度有氧运动（快走、骑车等）并配合2-3次力量训练，可延缓肌少症并改善心肺功能；运动强度以能说话但略喘为宜,老人养生,运动养生,97,83,94,safe,"['有氧', '力量训练', '肌少症', '心肺']"
exp_411,糖尿病管理要结合饮食、运动和监测，主食可用全谷物/杂豆替代一部分精米面；出现低血糖症状（出汗、心慌、手抖）需及时补糖并评估原因,老人养生,慢病管理,99,81,97,safe,"['血糖', '低血糖', '全谷物', '监测']"
exp_412,高血压患者建议固定时间测血压并记录，家庭自测可帮助医生调整方案；擅自停药或频繁换药会增加脑卒中风险，应遵医嘱,老人养生,慢病管理,100,90,97,safe,"['血压监测', '用药依从', '卒中预防', '遵医嘱']"
exp_413,老年人建议接种流感疫苗和肺炎球菌疫苗以降低重症风险，尤其是慢病人群；具体接种时机与禁忌需咨询接种门诊,老人养生,日常养生,94,83,90,safe,"['疫苗', '流感', '肺炎球菌', '预防']"
exp_414,老年人应保证优质蛋白（鱼蛋奶豆瘦肉）与足量蔬果摄入，钙和维生素D有助于骨骼健康；骨头汤钙含量有限，是否补充钙剂应结合饮食与医生建议,老人养生,营养补充,97,83,96,safe,"['蛋白质', '补钙', '维生素D', '骨健康']"
